140,  -2192.591928,  -253.703723,  -367.994043,  0.014737,  0.014931,  0.014598,  0.025558,  2.171927e-04,  -7.383096e-06,  2.191916e-06,  -7.383096e-06,  2.229355e-04,  -3.204328e-06,  2.191916e-06,  -3.204328e-06,  2.130936e-04
141,  -2153.390224,  -351.902509,  -368.011257,  0.014330,  0.014592,  0.014130,  0.024858,  2.053605e-04,  -1.021078e-05,  3.160378e-06,  -1.021078e-05,  2.129197e-04,  -4.539784e-06,  3.160378e-06,  -4.539784e-06,  1.996574e-04
142,  -1944.182647,  -354.702721,  -368.045966,  0.013809,  0.014270,  0.013606,  0.024072,  1.906880e-04,  -1.241264e-05,  3.846696e-06,  -1.241264e-05,  2.036336e-04,  -6.344233e-06,  3.846696e-06,  -6.344233e-06,  1.851279e-04
143,  -1908.525437,  -332.129418,  -368.042335,  0.013800,  0.014287,  0.013611,  0.024079,  1.904334e-04,  -1.217875e-05,  3.737626e-06,  -1.217875e-05,  2.041198e-04,  -6.387422e-06,  3.737626e-06,  -6.387422e-06,  1.852672e-04
148,  -1524.498661,  -337.178000,  -368.020664,  0.012927,  0.013875,  0.012827,  0.022894,  1.670947e-04,  -1.302533e-05,  4.006028e-06,  -1.302533e-05,  1.925291e-04,  -9.510020e-06,  4.006028e-06,  -9.510020e-06,  1.645327e-04
149,  -1491.263161,  -262.936726,  -368.030449,  0.013149,  0.014058,  0.013075,  0.023270,  1.729026e-04,  -1.155076e-05,  3.442618e-06,  -1.155076e-05,  1.976379e-04,  -8.729759e-06,  3.442618e-06,  -8.729759e-06,  1.709494e-04
150,  -1438.733847,  -240.555395,  -368.030124,  0.013140,  0.014082,  0.013084,  0.023285,  1.726564e-04,  -1.095951e-05,  3.236213e-06,  -1.095951e-05,  1.983114e-04,  -8.769834e-06,  3.236213e-06,  -8.769834e-06,  1.712018e-04
151,  -1348.801330,  -241.705348,  -368.022970,  0.012976,  0.014020,  0.012948,  0.023078,  1.683855e-04,  -1.051717e-05,  3.107043e-06,  -1.051717e-05,  1.965683e-04,  -9.357579e-06,  3.107043e-06,  -9.357579e-06,  1.676579e-04
152,  -1288.773288,  -265.548485,  -368.021190,  0.012777,  0.013920,  0.012768,  0.022804,  1.632609e-04,  -1.047401e-05,  3.125062e-06,  -1.047401e-05,  1.937664e-04,  -1.007139e-05,  3.125062e-06,  -1.007139e-05,  1.630159e-04
153,  -1204.647789,  -278.694591,  -368.011916,  0.012590,  0.013842,  0.012609,  0.022563,  1.585028e-04,  -9.915282e-06,  2.974631e-06,  -9.915282e-06,  1.915924e-04,  -1.075014e-05,  2.974631e-06,  -1.075014e-05,  1.589843e-04
