156,  -1122.655878,  275.403191,  -368.038492,  0.008624,  0.009475,  0.008313,  0.015273,  1.466056e-04,  1.613701e-05,  4.796669e-06,  1.613701e-05,  1.779522e-04,  1.134560e-05,  4.796669e-06,  1.134560e-05,  1.431557e-04
158,  233.048652,  -241.599575,  -368.013357,  0.009336,  0.010441,  0.009272,  0.016797,  1.842828e-04,  -4.502746e-06,  -1.080519e-06,  -4.502746e-06,  2.110188e-04,  6.592890e-06,  -1.080519e-06,  6.592890e-06,  1.851269e-04
157,  258.237495,  -349.251839,  -367.999973,  0.009791,  0.010353,  0.009686,  0.017229,  1.985310e-04,  -3.594840e-06,  -8.293686e-07,  -3.594840e-06,  2.195111e-04,  4.978513e-06,  -8.293686e-07,  4.978513e-06,  1.990807e-04
161,  578.687833,  -348.340582,  -368.015170,  0.010235,  0.010472,  0.010155,  0.017819,  2.085646e-04,  -4.739541e-06,  -1.093830e-06,  -4.739541e-06,  2.240673e-04,  3.885750e-06,  -1.093830e-06,  3.885750e-06,  2.081272e-04
224,  231.880206,  208.380980,  -368.055496,  0.008273,  0.009506,  0.008103,  0.014983,  1.332935e-04,  -9.041407e-06,  -2.606963e-06,  -9.041407e-06,  1.775572e-04,  1.327479e-05,  -2.606963e-06,  1.327479e-05,  1.353455e-04
159,  256.471732,  316.050280,  -368.041581,  0.007880,  0.009097,  0.007884,  0.014388,  1.233280e-04,  -1.065006e-05,  -3.226262e-06,  -1.065006e-05,  1.698834e-04,  1.480621e-05,  -3.226262e-06,  1.480621e-05,  1.254927e-04
160,  576.846747,  316.971309,  -368.044068,  0.008074,  0.009117,  0.008214,  0.014690,  1.360757e-04,  -1.565273e-05,  -4.743844e-06,  -1.565273e-05,  1.727495e-04,  1.286404e-05,  -4.743844e-06,  1.286404e-05,  1.342021e-04
162,  1744.091980,  -276.380684,  -368.051591,  0.011750,  0.011943,  0.011209,  0.020158,  2.687914e-04,  5.677572e-06,  1.345099e-06,  5.677572e-06,  2.649553e-04,  -1.874197e-06,  1.345099e-06,  -1.874197e-06,  2.724222e-04
163,  1814.028929,  -275.435284,  -368.063227,  0.011621,  0.011089,  0.012028,  0.020067,  2.739080e-04,  7.218144e-06,  1.710684e-06,  7.218144e-06,  2.695699e-04,  -2.300298e-06,  1.710684e-06,  -2.300298e-06,  2.787308e-04
168,  1957.532094,  -347.055092,  -368.065564,  0.012350,  0.011657,  0.012419,  0.021039,  2.926935e-04,  1.284244e-05,  2.965503e-06,  1.284244e-05,  2.861110e-04,  -3.821341e-06,  2.965503e-06,  -3.821341e-06,  3.017773e-04
169,  2139.457500,  -344.607780,  -368.068548,  0.012134,  0.012631,  0.012751,  0.021664,  3.067008e-04,  1.772589e-05,  4.096765e-06,  1.772589e-05,  3.005743e-04,  -4.865465e-06,  4.096765e-06,  -4.865465e-06,  3.205017e-04
170,  2245.317277,  -257.949450,  -368.069350,  0.012531,  0.012205,  0.012843,  0.021701,  3.059536e-04,  1.809690e-05,  4.316686e-06,  1.809690e-05,  3.024649e-04,  -4.752772e-06,  4.316686e-06,  -4.752772e-06,  3.212563e-04
173,  2340.377304,  -223.484050,  -368.053967,  0.012800,  0.012486,  0.012460,  0.021795,  3.102128e-04,  1.988155e-05,  4.803644e-06,  1.988155e-05,  3.084087e-04,  -5.026533e-06,  4.803644e-06,  -5.026533e-06,  3.279983e-04
172,  2334.489113,  226.432607,  -368.031563,  0.011617,  0.011222,  0.012063,  0.020159,  2.689829e-04,  6.896923e-06,  2.004752e-06,  6.896923e-06,  2.708816e-04,  -1.747702e-06,  2.004752e-06,  -1.747702e-06,  2.763862e-04
171,  2238.566696,  258.020027,  -368.032320,  0.011311,  0.011483,  0.011624,  0.019872,  2.585001e-04,  3.469684e-06,  1.023142e-06,  3.469684e-06,  2.592867e-04,  -9.137265e-07,  1.023142e-06,  -9.137265e-07,  2.621159e-04
167,  2099.994678,  376.524259,  -368.042383,  0.011208,  0.011508,  0.010522,  0.019203,  2.382595e-04,  -2.852964e-06,  -8.895631e-07,  -2.852964e-06,  2.376273e-04,  7.964569e-07,  -8.895631e-07,  7.964569e-07,  2.353213e-04
166,  1978.066224,  374.968975,  -368.047591,  0.010475,  0.010480,  0.010906,  0.018399,  2.284182e-04,  -5.738669e-06,  -1.788008e-06,  -5.738669e-06,  2.277809e-04,  1.691479e-06,  -1.788008e-06,  1.691479e-06,  2.228790e-04
165,  1811.759235,  279.665779,  -368.053566,  0.010410,  0.010367,  0.010225,  0.017900,  2.221893e-04,  -7.277640e-06,  -2.167581e-06,  -7.277640e-06,  2.231908e-04,  2.321851e-06,  -2.167581e-06,  2.321851e-06,  2.160867e-04
164,  1761.805469,  278.869278,  -368.052860,  0.010473,  0.010469,  0.010003,  0.017871,  2.183221e-04,  -8.270488e-06,  -2.462394e-06,  -8.270488e-06,  2.198822e-04,  2.705575e-06,  -2.462394e-06,  2.705575e-06,  2.116005e-04
